3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,0
3,19,0
3,20,0
3,21,0
3,22,0
3,23,0
3,24,0
3,25,0
3,26,0
3,27,0
3,28,0
3,29,0
3,0,1
3,1,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1
3,13,1
3,14,1
3,15,1
3,16,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,1
3,22,1
3,23,1
3,24,1
3,25,1
3,26,1
3,27,1
3,28,1
3,29,1
3,0,2
3,1,2
3,19,2
3,26,2
3,27,2
3,28,2
3,29,2
3,0,3
3,1,3
3,6,3
3,17,3
3,20,3
3,26,3
3,27,3
3,28,3
3,29,3
3,0,4
3,1,4
3,10,4
3,17,4
3,26,4
3,27,4
3,28,4
3,29,4
3,0,5
3,1,5
3,2,5
3,3,5
3,4,5
3,5,5
3,6,5
3,26,5
3,27,5
3,28,5
3,29,5
3,0,6
3,1,6
3,2,6
3,3,6
3,4,6
3,19,6
3,20,6
3,29,6
3,0,7
3,1,7
3,2,7
3,3,7
3,4,7
3,11,7
3,28,7
3,29,7
3,0,8
3,1,8
3,2,8
3,3,8
3,4,8
3,11,8
3,18,8
3,22,8
3,23,8
3,29,8
3,0,9
3,1,9
3,2,9
3,3,9
3,4,9
3,5,9
3,25,9
3,26,9
3,29,9
3,0,10
3,1,10
3,2,10
3,3,10
3,4,10
3,12,10
3,16,10
3,19,10
3,29,10
3,0,11
3,1,11
3,2,11
3,3,11
3,4,11
3,12,11
3,15,11
3,16,11
3,17,11
3,18,11
3,19,11
3,29,11
3,0,12
3,1,12
3,2,12
3,3,12
3,4,12
3,16,12
3,18,12
3,29,12
3,0,13
3,1,13
3,2,13
3,3,13
3,4,13
3,5,13
3,6,13
3,9,13
3,10,13
3,11,13
3,12,13
3,16,13
3,28,13
3,29,13
3,0,14
3,1,14
3,2,14
3,3,14
3,4,14
3,5,14
3,6,14
3,9,14
3,10,14
3,11,14
3,16,14
3,25,14
3,26,14
3,27,14
3,28,14
3,29,14
3,0,15
3,1,15
3,2,15
3,3,15
3,4,15
3,9,15
3,10,15
3,26,15
3,27,15
3,28,15
3,29,15
3,0,16
3,1,16
3,2,16
3,3,16
3,4,16
3,7,16
3,8,16
3,9,16
3,10,16
3,11,16
3,13,16
3,28,16
3,29,16
3,0,17
3,1,17
3,2,17
3,3,17
3,4,17
3,7,17
3,9,17
3,10,17
3,26,17
3,29,17
3,0,18
3,1,18
3,2,18
3,3,18
3,4,18
3,10,18
3,29,18
3,0,19
3,1,19
3,2,19
3,28,19
3,29,19
3,0,20
3,1,20
3,9,20
3,28,20
3,29,20
3,0,21
3,1,21
3,8,21
3,9,21
3,10,21
3,23,21
3,24,21
3,25,21
3,29,21
3,0,22
3,1,22
3,3,22
3,8,22
3,9,22
3,10,22
3,11,22
3,12,22
3,13,22
3,14,22
3,19,22
3,23,22
3,24,22
3,25,22
3,26,22
3,27,22
3,28,22
3,29,22
3,0,23
3,1,23
3,3,23
3,10,23
3,11,23
3,12,23
3,22,23
3,23,23
3,24,23
3,25,23
3,26,23
3,27,23
3,28,23
3,29,23
3,0,24
3,1,24
3,8,24
3,9,24
3,10,24
3,11,24
3,12,24
3,13,24
3,18,24
3,20,24
3,22,24
3,23,24
3,24,24
3,25,24
3,26,24
3,27,24
3,28,24
3,29,24
3,0,25
3,1,25
3,9,25
3,10,25
3,11,25
3,12,25
3,13,25
3,14,25
3,20,25
3,21,25
3,22,25
3,23,25
3,24,25
3,25,25
3,26,25
3,27,25
3,28,25
3,29,25
3,0,26
3,1,26
3,9,26
3,10,26
3,11,26
3,12,26
3,13,26
3,14,26
3,23,26
3,24,26
3,25,26
3,26,26
3,27,26
3,28,26
3,29,26
3,0,27
3,1,27
3,8,27
3,9,27
3,10,27
3,11,27
3,12,27
3,13,27
3,14,27
3,23,27
3,24,27
3,25,27
3,26,27
3,27,27
3,28,27
3,29,27
3,0,28
3,1,28
3,10,28
3,11,28
3,12,28
3,13,28
3,14,28
3,16,28
3,17,28
3,18,28
3,23,28
3,24,28
3,25,28
3,26,28
3,27,28
3,28,28
3,29,28
3,0,29
3,1,29
3,2,29
3,3,29
3,4,29
3,5,29
3,6,29
3,7,29
3,8,29
3,9,29
3,10,29
3,11,29
3,12,29
3,13,29
3,14,29
3,15,29
3,16,29
3,17,29
3,18,29
3,19,29
3,20,29
3,21,29
3,22,29
3,23,29
3,24,29
3,25,29
3,26,29
3,27,29
3,28,29
3,29,29
